,key_value,label,ontology_mapping
309,"{'source_name': 'RNA sequencing ccRCC', 'tag': 'ActiveMotif #61101', 'tissue subtype': 'renal cell carcinoma (RCC)', 'tissue type': 'kidney'}",tissue,"['EFO:0006858', 'EFO:0000228', 'EFO:0000681', 'DOID:4450', 'EFO:0000616', 'EFO:0000311', 'EFO:0000313', 'EFO:0003086', 'EFO:0002890', 'EFO:0000408', 'UBERON:0002113', 'DOID:14566', 'EFO:0002693']"
310,"{'source_name': 'Brain', 'tissue': 'germ cell tumor'}",tissue,"['EFO:0000616', 'EFO:0000311', 'UBERON:0000955', 'EFO:0000514', 'EFO:0000408', 'DOID:2994', 'DOID:14566']"
311,"{'cell type': 'n-tert keratinocytes', 'passage': '15-30', 'protocol': 'differentiated with calcium chloride for 5 days with recombinant human IL-4', 'source_name': 'Skin'}",in_vitro_differentiated_cells,"['CL:0000010', 'CL:0000312', 'UBERON:0000014', 'EFO:0000962', 'CL:0000066', 'CL:0000362']"
312,"{'developmental stage': 'adult', 'individual': '21', 'organism': 'Homo sapiens', 'organism part': 'animal ovary', 'sex': 'female', 'single cell well quality': 'OK'}",primary_cells,"['UBERON:0003100', 'EFO:0000973', 'UBERON:0000992', 'EFO:0001272', 'UBERON:0007023']"
313,"{'source_name': 'Skin', 'tissue': 'skin', 'treatment': 'Control'}",tissue,"['UBERON:0000014', 'EFO:0000962']"
314,"{'BioSampleModel': 'Human', 'age': 'not applicable', 'biomaterial_provider': 'Kenneth P Nephew', 'cell_line': 'A2780', 'cell_subtype': 'A2780 C1R5 resistant-C4re', 'isolate': 'immortalized cell line', 'sex': 'female', 'tissue': 'ovary'}",cell_line,"['UBERON:0003100', 'EFO:0000322', 'UBERON:0000992', 'EFO:0006362', 'CVCL:0134', 'EFO:0000973', 'CL:0000010']"
315,"{'Sample no': '21', 'collection date': '2013', 'sex': 'M', 'tissue': 'liver'}",tissue,"['UBERON:0003101', 'UBERON:0002107']"
316,"{'cell line': 'Kasumi-1', 'genotype': 'siMM', 'source_name': 'RNA_seq replicate 3 from Kasumi1 cells', 'treatment': 'transfection with scrambled siRNA'}",cell_line,"['UBERON:0003101', 'DOID:9119', 'EFO:0003164', 'EFO:0006607', 'EFO:0000727', 'EFO:0000726', 'UBERON:0000178', 'DOID:4', 'EFO:0000408', 'EFO:0000222', 'CL:0000835', 'CVCL:0589', 'CL:0000010', 'EFO:0000322']"
317,"{'cell line': 'HeLa', 'rip antibody': 'none', 'source_name': 'HeLa_Ctrl', 'tissue': 'ovary'}",cell_line,"['EFO:0001185', 'UBERON:0000992', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'UBERON:0003100', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000973', 'EFO:0000322', 'CL:0000010']"
318,"{'source_name': 'human bronchial epithelial cells', 'time': '72 hour control sample'}",cell_line,"['CL:0000066', 'CL:0002328', 'EFO:0000307', 'UBERON:0002031']"
319,"{'human cell line': 'HeLa-S3 (ATCC CCL-2.2)', 'organism': 'mixed sample (human cell line HeLa-S3 + Salmonella typhimurium SL1344)', 'source_name': 'cell culture infection model', 'strain': 'Salmonella typhimurium SL1344'}",cell_line,"['EFO:0002791', 'CVCL:0058', 'CL:0000010', 'EFO:0000322']"
320,"{'cell line': 'LNCaP', 'cell type': 'Cancer Cell Line', 'origin': 'Cell Line', 'source_name': 'LNCaP', 'tissue': 'Prostate'}",cell_line,"['CVCL:0395', 'DOID:14566', 'EFO:0000616', 'UBERON:0002367', 'EFO:0000311', 'EFO:0002071', 'EFO:0000408', 'DOID:162', 'EFO:0001639', 'EFO:0000322', 'CL:0000010']"
321,"{'analyte type': 'mRNA', 'biospecimen repository': 'NCI_FL_HCC', 'biospecimen repository sample id': 'Sample_133', 'body site': 'Liver', 'gap_accession': 'phs000709', 'gap_consent_code': '1', 'gap_consent_short_name': 'DS-CA-IRB-MDS', 'gap_sample_id': '1252683', 'gap_subject_id': '973955', 'histological type': 'Fibrolamellar Hepatocellular Carcinoma', 'is tumor': 'No', 'molecular data type': 'RNA Seq (NGS)', 'study design': 'Tumor vs. Matched-Normal', 'study name': 'The Genome and Transcriptome of Fibrolamellar Hepatocellular Carcinoma', 'submitted sample id': 'Sample_133', 'submitted subject id': 'Subject_111', 'submitter handle': 'NCI_FL_HCC'}",tissue,"['EFO:0006858', 'EFO:0003769', 'EFO:0001421', 'EFO:0000616', 'EFO:0000311', 'EFO:0000313', 'DOID:684', 'DOID:305', 'EFO:0000408', 'DOID:14566', 'EFO:0000182', 'UBERON:0002107']"
322,"{'cell line': '293T', 'read length': '70', 'source_name': 'human 293T cells', 'treatment': 'hnRNPA2B1 siRNAs'}",cell_line,"['CVCL:0063', 'EFO:0001184', 'UBERON:0007220', 'EFO:0000727', 'UBERON:0002120', 'EFO:0001082', 'EFO:0000322', 'CL:0000010', 'UBERON:0000323']"
323,"{'cell type': 'IPS cells', 'development stage': 'adult', 'disease state': 'normal', 'source_name': 'IPS cells'}",induced_pluripotent_stem_cells,"['CL:0002371', 'CL:0002248', 'UBERON:0007023', 'CL:0000034', 'CL:0000723', 'EFO:0004905', 'EFO:0001272']"
324,{'label': 'CB3'},primary_cells,[]
325,"{'sample type': 'Wnt inhibitor (C3) treated', 'source_name': 'prostate cancer cells'}",cell_line,"['EFO:0000616', 'EFO:0000311', 'DOID:10283', 'EFO:0007355', 'EFO:0000512', 'DOID:162', 'DOID:14566', 'EFO:0000408']"
326,"{'cell line': 'HeLa', 'sample type': 'RNA-seq', 'source': 'HeLa Tet-inducible INTS11 shRNA cell clone', 'source_name': 'HeLa', 'treatment': 'total RNA was sequenced in a Hela cell clone upon EGF stimulation and depletion of INTS11'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'EFO:0000727', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
327,"{'cell line': 'HEK293', 'cell type': 'Embryonic kidney cells', 'iclip antibody': 'anti-myc antibody', 'source_name': 'miCLIP_NSUN2_HEK293', 'transfected with': 'myc-tagged NSUN2 C271A construct'}",cell_line,"['EFO:0001182', 'CVCL:0045', 'EFO:0000322', 'CL:1000497', 'UBERON:0002113', 'EFO:0000726', 'CL:0000010']"
328,"{'cell type': 'MDAH041 LFS fibroblasts', 'passages': '17-19', 'sample group': 'aging cells', 'source_name': 'MDAH041_LP', 'tissue origin': 'Skin', 'treated with': 'None'}",cell_line,"['UBERON:0000014', 'CVCL:E212', 'EFO:0000962', 'CL:0000057', 'CL:0000010']"
329,"{'source_name': 'MEF-depleted hiF-T cells at day 10 of reprogramming', 'well number': '48'}",in_vitro_differentiated_cells,"['CL:0000084', 'CL:0000738', 'CL:0000988', 'CL:0000542']"
330,"{'source_name': 'HeLa', 'time': '12hr', 'transfection': 'mock'}",cell_line,['EFO:0000726']
331,"{'er/pr/her2 status': '+ / + / -', 'molecule subtype': 'rRNA depleted RNA', 'source_name': 'FFPE breast tumor', 'tissue id': 'BRB123', 'tumor grade': '2', 'tumor size': '1.7cm'}",tissue,"['EFO:0000616', 'EFO:0003869', 'EFO:0000311', 'DOID:1612', 'EFO:0000408', 'DOID:14566']"
332,"{'BioSampleModel': 'Human', 'age': 'missing', 'biomaterial_provider': 'Coriell Institute for Medical Research', 'cell_line': 'GM18995', 'cell_type': 'Epstein-Barr virus transformed B-Lymphocyte', 'ethnicity': 'Asian', 'inversion_genotype': 'Std/Inv', 'isolate': 'NA18995', 'phenotype': 'JPT', 'population': 'Japanese in Tokyo, Japan (JPT)', 'sample_type': 'cell culture', 'sex': 'male', 'tissue': 'Lymphoblastoid cell line (LCL)'}",cell_line,"['EFO:0005292', 'UBERON:0003101', 'CL:0000738', 'EFO:0004017', 'EFO:0000322', 'CVCL:P079', 'CL:0000236', 'EFO:0003152', 'CL:0000542', 'EFO:0003164', 'CL:0000988', 'CL:0000945', 'CL:0000010']"
333,"{'cell line': 'HeLa', 'source_name': 'HeLa cells'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
334,"{'disease': 'clear cell renal carcinoma', 'genotype': 'SETD2 mutant', 'individual': 'G7', 'organism': 'Homo sapiens', 'organism part': 'kidney', 'specimen with known storage state': 'frozen specimen'}",tissue,"['DOID:4', 'UBERON:0002113', 'EFO:0000408', 'EFO:0000349']"
335,"{'analyte type': 'RNA', 'biospecimen repository': 'NCI_TARGET', 'biospecimen repository sample id': 'TARGET-21-PARNAW-41A-01R', 'body site': 'Blood Derived Cancer - Bone Marrow, Post-treatment', 'gap_accession': 'phs000515', 'gap_consent_code': '1', 'gap_consent_short_name': 'PCR', 'gap_parent_phs': 'phs000218', 'gap_sample_id': '851494', 'gap_subject_id': '671273', 'histological type': 'AML', 'is tumor': 'Yes', 'sex': 'female', 'study design': 'Tumor vs. Matched-Normal', 'study name': 'TARGET', 'submitted sample id': 'TARGET-21-PARNAW-41A-01R', 'submitted subject id': 'TARGET-21-PARNAW', 'submitter handle': 'NCI_TARGET'}",primary_cells,"['UBERON:0003100', 'EFO:0000616', 'EFO:0000727', 'EFO:0000311', 'UBERON:0002371', 'UBERON:0000178', 'EFO:0000408', 'DOID:162', 'EFO:0000222', 'DOID:14566']"
336,"{'replicates': '2', 'sirna': 'siCtrl', 'source_name': 'IMEC cell line'}",cell_line,"['EFO:0000322', 'CL:0000010']"
337,"{'cell line': 'CUTTL1', 'source_name': 'CUTTL1', 'time': '48h', 'treatment': 'DMSO'}",cell_line,"['EFO:0000322', 'EFO:0000727', 'CL:0000010']"
338,"{'age': '61 years', 'genotype/variation': 'PRKACA p.Leu206Arg mutation', 'sex': 'female', 'source_name': 'cortisol-producing adrenal tumor', 'tissue': 'adrenal tumor'}",tissue,"['UBERON:0003100', 'EFO:0000616', 'UBERON:0007023', 'EFO:0000408', 'UBERON:0002369', 'DOID:14566', 'EFO:0001272']"
339,"{'cell line': 'Huh7 cells', 'data type': 'RNA-seq fastq', 'source_name': 'Huh7 cells', 'transfection': 'Puc19(mock)'}",cell_line,"['CVCL:0336', 'EFO:0000726', 'EFO:0005384', 'CL:0000010', 'EFO:0000322']"
340,"{'cell line': 'THP1', 'cell type': 'human acute monocytic leukemia (AML) cell line', 'genotype/variation': 'PAF1 knockdown', 'source_name': 'THP1_PAF1KD_RNA-seq'}",cell_line,"['DOID:8864', 'UBERON:0003101', 'EFO:0000311', 'EFO:0000616', 'EFO:0001355', 'EFO:0000221', 'EFO:0001642', 'EFO:0000222', 'DOID:4', 'EFO:0001253', 'CVCL:0006', 'EFO:0000408', 'CL:0000576', 'EFO:0000540', 'EFO:0000565', 'UBERON:0000178', 'DOID:14566', 'CVCL:0462', 'CL:0000010', 'EFO:0000322']"
341,"{'cell line': 'HEK293T', 'source_name': 'HEK293T', 'treatment': 'ISRIB (200 nM) for 1 hour'}",cell_line,"['CVCL:0063', 'EFO:0001184', 'UBERON:0007220', 'EFO:0000727', 'UBERON:0002120', 'EFO:0001082', 'EFO:0000322', 'CL:0000010', 'UBERON:0000323']"
342,"{'cell line': 'HEK293', 'fragmentation': 'alkaline hydrolysis', 'sirna': 'Ambion S21772', 'source_name': 'HEK293'}",cell_line,"['CVCL:0045', 'EFO:0000322', 'UBERON:0002113', 'EFO:0001182', 'CL:0000010']"
343,"{'cell type': 'Breast adenocarcinoma epithelial cells', 'source_name': 'MCF-7', 'transfection': 'si-lncRNA67-2'}",cell_line,"['EFO:0006858', 'EFO:0000228', 'EFO:0000304', 'EFO:0000305', 'EFO:0000616', 'EFO:0000311', 'EFO:0000313', 'CL:0000066', 'EFO:0000726', 'DOID:3458', 'EFO:0000408', 'DOID:14566', 'DOID:299']"
344,"{'biomaterial provider': 'Chang Gung Memorial Hospital, Taiwan, ROC', 'phenotype': 'glioblastoma multiforme', 'source_name': 'W158_RNAseq_N', 'tissue': 'Tumor brain tissue'}",tissue,"['EFO:0000311', 'EFO:0000616', 'DOID:3068', 'EFO:0000408', 'EFO:0005543', 'DOID:14566', 'EFO:0003833', 'EFO:0000272', 'EFO:0000519']"
345,"{'ArrayExpress-CellType': 'RNA from whole blood', 'ArrayExpress-Compound': 'N/A', 'ArrayExpress-DevelopmentalStage': 'N/A', 'ArrayExpress-DiseaseState': 'N/A', 'ArrayExpress-Dose': 'N/A', 'ArrayExpress-Genotype': 'N/A', 'ArrayExpress-GrowthCondition': 'N/A', 'ArrayExpress-Immunoprecipitate': 'N/A', 'ArrayExpress-OrganismPart': 'N/A', 'ArrayExpress-Phenotype': 'Normal', 'ArrayExpress-Sex': 'unknown', 'ArrayExpress-Species': 'Homo sapiens', 'ArrayExpress-TimePoint': 'N/A', 'Sample Description': 'RNA from whole blood derived from humans infected with Salmonella Typhi', 'Strain': ''}",tissue,['UBERON:0000178']
346,"{'cell line': 'BJ-Fib', 'cell type': 'Fibroblasts', 'source_name': 'BJ fibroblast cell line'}",cell_line,"['EFO:0000322', 'CL:1001608', 'CL:0000010', 'CL:0000057']"
347,"{'aki': 'No', 'cardiovascular failure': 'No', 'coagulation failure': 'No', 'culture positive': 'No', 'group': 'No Sepsis T0', 'liver failure': 'No', 'organ failure count': '0', 'respiratory failure': 'No', 'sirs signs': '1', 'source_name': 'whole blood_No Sepsis T0', 'tissue': 'whole blood'}",tissue,"['UBERON:0000178', 'UBERON:0000062']"
348,"{'cell line': 'A549', 'source_name': 'A549 cell line_without_glucose', 'tissue': 'lung carcinoma'}",cell_line,"['EFO:0003156', 'UBERON:0003101', 'EFO:0000684', 'EFO:0006858', 'EFO:0000616', 'EFO:0000311', 'EFO:0000313', 'EFO:0003818', 'DOID:4', 'EFO:0001071', 'DOID:305', 'UBERON:0002048', 'DOID:3905', 'EFO:0001086', 'CVCL:0023', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0000408']"
349,"{'cell line': 'CD4+ human T-cell line SupT1', 'infection': 'HIV', 'source_name': 'polyA RNA from mock-infected SUPT1 at 24 hours post-infection, replicate 1', 'time': '24 hours post-infection'}",cell_line,"['EFO:0005741', 'UBERON:0003101', 'CL:0000738', 'EFO:0000408', 'EFO:0000322', 'EFO:0003156', 'DOID:4', 'CL:0000084', 'CVCL:1714', 'EFO:0000763', 'DOID:0080147', 'EFO:0004289', 'CL:0000542', 'EFO:0000764', 'DOID:526', 'CL:0000988', 'CL:0000010', 'CL:0000624']"
350,"{'cell line': 'HPM3', 'cell source': 'pleural cavity', 'cell type': 'primary mesothelial cells', 'source_name': 'Primary mesothelial cell line HPM3, crocidolite asbestos exposure, 8hrs', 'treatment': '5 Î¼g/cm2 of crocidolite asbestos exposure for 8 hrs'}",cell_line,"['EFO:0000487', 'CL:0000077', 'EFO:0000322', 'EFO:0000727', 'UBERON:0002402', 'CL:0000066', 'CL:0000010']"
351,"{'cell line': 'embryonic kidney 293 cells', 'reporter': 'canonical Wnt signaling reporter', 'source_name': 'cell line'}",cell_line,"['EFO:0000322', 'CL:0000010']"
352,"{'cell line': 'Akata', 'cell type': 'An Epstein-Barr virus (EBV)-producer line', 'molecule subtype': 'Ribo-Zero treated RNA', 'source_name': 'Akata_Ribodepleted 30m', 'time after induction': '30 minues'}",cell_line,"['EFO:0000322', 'CVCL:0148', 'CL:0000010']"
353,"{'sample comment': 'Flag-tagged cDNAs of the wild-type and mutant U2AF35 were generated by in vitro mutagenesis, constructed into a tetracycline-inducible lentivirus-based expression vector, and used for gene transfer to cultured cell lines, with EGFP marking.', 'sample_name': 'DRS001233'}",cell_line,"['EFO:0000322', 'EFO:0004187', 'UBERON:2002284', 'CL:0000010']"
354,"{'cell type': 'HeLa-229 cells', 'infection': 'mock', 'source_name': 'HeLa-229_mock'}",cell_line,"['CVCL:1276', 'CL:0000010']"
355,"{'cell type': 'acute myeloid leukemia', 'source_name': 'acute myeloid leukemia', 'tissue': 'Heparinised blood'}",primary_cells,"['DOID:9119', 'DOID:1240', 'EFO:0000616', 'EFO:0000311', 'EFO:0001642', 'EFO:0000222', 'EFO:0000408', 'EFO:0000565', 'EFO:0000540', 'UBERON:0000178', 'DOID:14566']"
356,"{'antibodies': 'anti-CHKA (Sigma) cat no. HPA024153', 'cell line': 'C4-2', 'sample group': 'SiCHKA', 'source_name': 'prostate cancer epithelium'}",cell_line,"['CVCL:4782', 'EFO:0000616', 'EFO:0000311', 'DOID:10283', 'EFO:0007355', 'UBERON:0000483', 'EFO:0000512', 'DOID:162', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0000408']"
357,"{'source_name': 'hiF-T cells', 'treatment': 'control'}",in_vitro_differentiated_cells,"['CL:0000084', 'CL:0000738', 'CL:0000988', 'CL:0000542']"
358,"{'cell type': 'Human iPSC-derived neural progenitor cells', 'differentiation time': 'Embryoid body, day 17', 'genotype': 'DISC1 exon 8 mut/mut', 'parental cell line': 'YZ1 hiPSC', 'source_name': 'Neural progenitor cells'}",in_vitro_differentiated_cells,"['CL:0000047', 'UBERON:0014374', 'EFO:0000322', 'EFO:0004905', 'CL:0002248', 'CL:0002371', 'CL:0000723', 'CL:0000034', 'EFO:0000795', 'CL:0000010']"
359,"{'source_name': 'Extraskeletal myxoid chondrosarcoma', 'tissue': 'extraskeletal myxoid chondrosarcoma', 'tissue archive method': 'FFPE'}",tissue,"['EFO:0000333', 'DOID:14566', 'EFO:0000616', 'EFO:0000311', 'EFO:0000408', 'DOID:6496']"
360,"{'cell type': 'U2OS', 'source_name': 'U2OS, Myc activation (5 hr)', 'treatment': 'Myc activation (5 hr)'}",cell_line,"['EFO:0000637', 'DOID:3347', 'UBERON:0003100', 'UBERON:0002481', 'EFO:0000727', 'EFO:0002869', 'UBERON:0001474', 'CVCL:0042', 'DOID:4', 'EFO:0003156', 'EFO:0000408', 'EFO:0000298', 'CL:0000010']"
361,"{'agent': 'DPN', 'patient': '2', 'source_name': 'Parathyroid adenoma', 'time': '24h', 'tissue': 'Parathyroid tumor'}",tissue,"['EFO:0000232', 'DOID:657', 'UBERON:0001132', 'DOID:7608', 'EFO:0000408', 'EFO:0002422', 'EFO:0000616', 'EFO:1001087', 'DOID:14566', 'EFO:0001379']"
362,"{'cell line': 'PC3', 'cell type': 'prostate cancer cells', 'source_name': 'PC3-Epi', 'treatment': 'Control (Epithelial)'}",cell_line,"['EFO:0000727', 'UBERON:0002481', 'UBERON:0002141', 'EFO:0000512', 'CVCL:S982', 'UBERON:0003101', 'EFO:0000228', 'EFO:0000322', 'CVCL:0035', 'DOID:10283', 'EFO:0007355', 'CL:0000010', 'EFO:0000616', 'UBERON:0001474', 'DOID:162', 'DOID:4', 'EFO:0000408', 'EFO:0002074', 'DOID:299', 'EFO:0000298', 'EFO:0001272', 'EFO:0000311', 'EFO:0003156', 'UBERON:0007023', 'UBERON:0002367', 'DOID:14566', 'CL:0000066']"
363,"{'cell line': 'IMR90', 'genotype/variation': 'wild type', 'source_name': 'IMR90 cells treated with 5azadC', 'treated with': '20 Î¼M 5azadC for 72 hrs'}",cell_line,"['EFO:0001196', 'UBERON:0003100', 'CL:0000057', 'EFO:0000322', 'EFO:0003156', 'CVCL:0347', 'UBERON:0002048', 'CL:0000010']"
364,"{'disease state': 'oral cancer', 'source_name': 'Oral cancer tissue', 'survival': 'Favorable 5-year survival', 'tissue': 'oral mucosa'}",tissue,"['UBERON:0000344', 'EFO:0003868', 'EFO:0003871', 'UBERON:0003729']"
365,"{'cell type': 'NPC', 'source_name': 'NPC'}",in_vitro_differentiated_cells,[]
366,"{'antibody': 'anti-m6A', 'cell line': 'A549', 'knockdown': 'siMETTL14', 'source_name': 'human_Exp2siMETTL14'}",cell_line,"['EFO:0003156', 'UBERON:0003101', 'EFO:0000322', 'EFO:0000313', 'DOID:4', 'DOID:305', 'UBERON:0002048', 'EFO:0001086', 'CVCL:0023', 'CL:0000010', 'EFO:0000408']"
367,"{'BioSampleModel': 'Human', 'age': '54', 'biomaterial_provider': 'Hutt-Fletcher lab, LSU', 'cell_line': 'AGS', 'cell_subtype': 'stable integration of pcDNA3-BART', 'disease': 'gastric adenocarcinoma', 'ethnicity': 'caucasian', 'isolate': 'cell line created from gastic carcinoma biopsy', 'karyotype': 'hyperdiploid', 'sex': 'female', 'tissue': 'stomach'}",cell_line,"['EFO:0003156', 'DOID:3717', 'UBERON:0003100', 'EFO:0006858', 'EFO:0000228', 'EFO:0002109', 'EFO:0000178', 'EFO:0000322', 'DOID:299', 'EFO:0000311', 'EFO:0000313', 'DOID:4', 'CVCL:0139', 'UBERON:0000945', 'DOID:305', 'EFO:0000408', 'EFO:0000503', 'EFO:0000616', 'DOID:14566', 'DOID:5517', 'CL:0000010']"
368,"{'analyte type': 'RNA', 'biospecimen repository': 'NCI_TARGET', 'biospecimen repository sample id': 'TARGET-52-PATENH-01A-01R', 'body site': 'Primary Solid Tumor', 'gap_accession': 'phs000470', 'gap_consent_code': '1', 'gap_consent_short_name': 'PCR', 'gap_parent_phs': 'phs000218', 'gap_sample_id': '861224', 'gap_subject_id': '571509', 'histological type': 'Kidney Tumors', 'is tumor': 'Yes', 'molecular data type': 'miRNA (NGS)', 'sex': 'female', 'study design': 'Tumor vs. Matched-Normal', 'study name': 'TARGET', 'submitted sample id': 'TARGET-52-PATENH-01A-01R', 'submitted subject id': 'TARGET-52-PATENH', 'submitter handle': 'NCI_TARGET'}",tissue,"['UBERON:0002113', 'EFO:0000616', 'UBERON:0003100', 'DOID:14566', 'EFO:0000408']"
369,"{'source_name': 'Breast tumor', 'tissue': 'ER+ Breast Tumor'}",tissue,"['EFO:0000616', 'EFO:0003869', 'EFO:0000311', 'DOID:1612', 'EFO:0000408', 'DOID:14566']"
370,"{'age': '0 year', 'cell type': 'Purified induced neurons (iN)', 'organism': 'Homo sapiens'}",in_vitro_differentiated_cells,['CL:0000540']
371,"{'cell line': 'LAPC-4', 'disease state': 'cancer', 'ets fusion status': 'ETV1+', 'patient id': 'NA', 'sample pool name': 'LAPC-4', 'sample type': 'Cell Line', 'source_name': 'prostate gland', 'tissue harvest site': 'None'}",cell_line,"['UBERON:0002530', 'DOID:14566', 'CVCL:4744', 'DOID:162', 'EFO:0000311', 'EFO:0000408', 'UBERON:0002367', 'EFO:0005392', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
372,"{'cell line': 'LNCaP', 'source_name': 'LNCaP cell'}",cell_line,"['EFO:0000322', 'EFO:0002071', 'CVCL:0395', 'CL:0000010']"
373,"{'insert size': '144', 'source_name': 'leimyosarcoma', 'subtypes': 'I', 'tissue': 'Soft Tissue', 'tissue archive method': 'FFPE', 'tissue type': 'leimyosarcoma'}",tissue,"['EFO:0002970', 'EFO:0007384', 'DOID:1967', 'EFO:0000616', 'EFO:0000311', 'EFO:0000408', 'EFO:0000564', 'DOID:14566']"
374,"{'cell type': 'Pterygia cells', 'passages': '3-5', 'patient': '2', 'source_name': 'Pterygium', 'treatment': 'Control'}",cell_line,"['EFO:0003966', 'EFO:0000678', 'EFO:0000618', 'EFO:0000408', 'DOID:0002116', 'EFO:0001058', 'CL:0000010']"
375,"{'cell type': 'airway basal cells', 'smoking status': 'smoker', 'source_name': 'airway basal cells, smoker'}",primary_cells,"['EFO:0003768', 'CL:0000646', 'CL:0000034', 'EFO:0004318', 'CL:0002633']"
